"serial","name","time_start","time_end","venue_serial","event_type","categories","speakers"
"34705","What is Happening at the CentOS Project?","2014-07-23 17:00:00","2014-07-23 17:40:00","1457","40-minute conference session","Community","46737,173380,173381"
"34711","Schemas for the Real World","2014-07-22 14:30:00","2014-07-22 15:10:00","1475","40-minute conference session","Databases & Datastores","141590"
"34713","Functionally Mobile (Automation)","2014-07-23 11:30:00","2014-07-23 12:10:00","1449","40-minute conference session","Mobile Platforms","173378"
"34717","Developing High Performance Websites and Modern Apps with JavaScript and HTML5","2014-07-23 10:40:00","2014-07-23 11:20:00","1450","40-minute conference session","JavaScript - HTML5 - Web","133360"
"34718","Android Developer Tools Essentials","2014-07-22 13:40:00","2014-07-22 14:20:00","1449","40-minute conference session","Mobile Platforms","150073"
"34731","How We Built a Cloud Platform Using Netflix OSS","2014-07-23 13:40:00","2014-07-23 14:20:00","1459","40-minute conference session","Cloud","161577"
"34737","Making Federal Regulations Readable with Python","2014-07-23 17:00:00","2014-07-23 17:40:00","1465","40-minute conference session","Python","157931"
"34744","Machine Learning for Rubyists","2014-07-23 17:00:00","2014-07-23 17:40:00","1466","40-minute conference session","Computational Thinking","173396"
"34745","Secure Development is Much Easier Than You Think","2014-07-23 17:00:00","2014-07-23 17:40:00","1462","40-minute conference session","Security","173399,173403"
"34746","Making maps with OpenStreetMap and Koop","2014-07-24 11:00:00","2014-07-24 11:40:00","1450","40-minute conference session","JavaScript - HTML5 - Web","108520,173406"
"34756","Graph Theory You Need to Know","2014-07-22 14:30:00","2014-07-22 15:10:00","1452","40-minute conference session","Computational Thinking","137697"
"34757","The Data Structures (You Think) You Need to Know","2014-07-23 13:40:00","2014-07-23 14:20:00","1448","40-minute conference session","Computational Thinking","137697"
"34769","Tapping into Ruby from the JVM","2014-07-22 13:40:00","2014-07-22 14:20:00","1456","40-minute conference session","Ruby","117513"
"34772","Introduction to Ceph","2014-07-20 13:30:00","2014-07-20 17:00:00","1458","tutorial","Databases & Datastores|Operations & System Administration","152294"
"34773","Demystifying SELinux Part II: Who’s Policy Is It Anyway?","2014-07-20 09:00:00","2014-07-20 12:30:00","1458","tutorial","Operations & System Administration|Security","151833"
"34788","Painlessly Functional and Concurrent: An Introduction to Elixir","2014-07-20 13:30:00","2014-07-20 17:00:00","1457","tutorial","Emerging Languages|Tools & Techniques","173421"
"34797","Open Mobile Accessibility with GitHub and Cordova","2014-07-22 14:30:00","2014-07-22 15:10:00","1449","40-minute conference session","Mobile Platforms","17378"
"34808","Writing English  ","2014-07-22 13:40:00","2014-07-22 14:20:00","1448","40-minute conference session","Main Stage","173393"
"34809","Streaming Predictions of User Behavior in Real-Time","2014-07-22 16:10:00","2014-07-22 16:50:00","1452","40-minute conference session","Computational Thinking","173414,173431"
"34811","Digital Dancing","2014-07-22 10:40:00","2014-07-22 11:20:00","1448","40-minute conference session","Main Stage","161486,182741"
"34814","Why You Should Be Looking at Functional Web Development","2014-07-24 11:50:00","2014-07-24 12:30:00","1466","40-minute conference session","Emerging Languages","132323"
"34820","The State of Crypto in Python","2014-07-24 11:50:00","2014-07-24 12:30:00","1465","40-minute conference session","Python","173432,173435"
"34823","Building a Culture of Continuous Learning","2014-07-22 16:10:00","2014-07-22 16:50:00","1462","40-minute conference session","Business|Education","152299"
"34824","Getting Started with OpenStack: Hands on Tutorial","2014-07-20 09:00:00","2014-07-20 12:30:00","1475","tutorial","Cloud","169647,169673"
"34829","Building Reliable Systems: Lessons from Erlang","2014-07-22 13:40:00","2014-07-22 14:20:00","1452","40-minute conference session","Computational Thinking","131729"
"34831","Kinect for Creative Development with Cinder, openFrameworks","2014-07-22 17:00:00","2014-07-22 17:40:00","1458","40-minute conference session","User Experience","143232,23017"
"34836","Perl Lightning Talks","2014-07-23 19:30:00","2014-07-23 20:30:00","1450","Event","Events|Perl","4429"
"34839","Moving Java into the Open","2014-07-22 17:00:00","2014-07-22 17:40:00","1456","40-minute conference session","Java & JVM","65329,116276"
"34840","Open Community Infrastructure How-to","2014-07-23 10:40:00","2014-07-23 11:20:00","1466","40-minute conference session","Operations & System Administration","46737"
"34844","Pro Puppet","2014-07-23 16:10:00","2014-07-23 16:50:00","1454","40-minute conference session","Operations & System Administration|Tools & Techniques","125113,99817"
"34845","Transit Appliance at Three","2014-07-23 17:00:00","2014-07-23 17:40:00","1451","40-minute conference session","Open Hardware","109116"
"34849","tmux - A Multiplexer&#39;s Multiplexer","2014-07-22 14:30:00","2014-07-22 15:10:00","1466","40-minute conference session","Operations & System Administration","138530"
"34853","Build Your Own Exobrain","2014-07-23 10:40:00","2014-07-23 11:20:00","1448","40-minute conference session","Main Stage","6631"
"34855","A Platform for Open Science","2014-07-22 10:40:00","2014-07-22 11:20:00","1462","40-minute conference session","Education","169557"
"34856","Grow Developers. Grow Diversity. ","2014-07-22 10:40:00","2014-07-22 11:20:00","1464","40-minute conference session","Community","173388"
"34860","From Madison Avenue to git Checkout -- A Journey","2014-07-24 11:50:00","2014-07-24 12:30:00","1457","40-minute conference session","Community|Education","173388,180122"
"34863","Keeping Open Source Open","2014-07-23 10:40:00","2014-07-23 11:20:00","1464","40-minute conference session","Community","173433"
"34865","Installing OpenStack using SaltStack","2014-07-22 11:30:00","2014-07-22 12:10:00","1459","40-minute conference session","Cloud","143135"
"34870","Open Source: Emerging in Asia / The Asian Open Source Report Card ","2014-07-22 16:10:00","2014-07-22 16:50:00","1464","40-minute conference session","Business|Community","147"
"34873","Just Enough Math","2014-07-20 09:00:00","2014-07-20 12:30:00","1471","tutorial","Business|Computational Thinking","146540"
"34875","Money Machines","2014-07-22 17:00:00","2014-07-22 17:40:00","1457","40-minute conference session","Business","138530"
"34881","Building a Massively Scalable Web Server In Erlang","2014-07-21 13:30:00","2014-07-21 17:00:00","1458","tutorial","JavaScript - HTML5 - Web|Tools & Techniques","131729"
"34882","Highly Functional Programming in Perl","2014-07-23 11:30:00","2014-07-23 12:10:00","1465","40-minute conference session","Perl","6574"
"34888","Cathedrals in the Cloud: Musings on APIs for the Web","2014-07-22 14:30:00","2014-07-22 15:10:00","1459","40-minute conference session","Cloud","108272"
"34894","Mobile and Multi-Device Web Development with Tritium","2014-07-24 11:00:00","2014-07-24 11:40:00","1449","40-minute conference session","Emerging Languages","122599"
"34897","My Friends Keep Leaving and it is Ruining Board Games Day","2014-07-24 11:00:00","2014-07-24 11:40:00","1454","40-minute conference session","Geek Lifestyle","173452"
"34905","OAuth2: The Swiss-Army Framework","2014-07-24 11:50:00","2014-07-24 12:30:00","1456","40-minute conference session","Security","173314"
"34906","Mapbox: Building the Future of Open Mapping","2014-07-22 11:30:00","2014-07-22 12:10:00","1457","40-minute conference session","Business","104652"
"34913","Data Workflows for Machine Learning","2014-07-23 11:30:00","2014-07-23 12:10:00","1452","40-minute conference session","Computational Thinking","146540"
"34920","Bringing Banking to the Poor with the Help of AngularJS","2014-07-23 11:30:00","2014-07-23 12:10:00","1457","40-minute conference session","Business|JavaScript - HTML5 - Web","173455"
"34921","Hacking Radio for Under $10","2014-07-22 16:10:00","2014-07-22 16:50:00","1451","40-minute conference session","Open Hardware","77757"
"34922","Designing for Reuse: Creating APIs for the Future","2014-07-23 16:10:00","2014-07-23 16:50:00","1459","40-minute conference session","Cloud","108272"
"34941","LoopBack: Open Source mBaaS","2014-07-22 11:30:00","2014-07-22 12:10:00","1449","40-minute conference session","Mobile Platforms","173465"
"34942","Forking Culture and Committing Ops in Government","2014-07-23 16:10:00","2014-07-23 16:50:00","1464","40-minute conference session","Community","156591"
"34944","Open Source Tools for the Polyglot Developer","2014-07-22 14:30:00","2014-07-22 15:10:00","1454","40-minute conference session","Emerging Languages","141524"
"34952","Writing Documentation that Satisfies Your Users","2014-07-24 11:50:00","2014-07-24 12:30:00","1462","40-minute conference session","User Experience","142111"
"34953","Adventures in the WebRTC Garden--or is it Wilderness?","2014-07-24 10:00:00","2014-07-24 10:40:00","1454","40-minute conference session","Emerging Languages","6921,173464,173466,173467,173468"
"34954","Introduction to Advanced Bash Usage","2014-07-23 13:40:00","2014-07-23 14:20:00","1454","40-minute conference session","Tools & Techniques","173223"
"34955","Hacking the Kernel, Hacking Myself","2014-07-24 11:50:00","2014-07-24 12:30:00","1451","40-minute conference session","Geek Lifestyle","140811"
"35024","Nymote: Git Your Own Cloud Here","2014-07-24 11:00:00","2014-07-24 11:40:00","1459","40-minute conference session","Cloud","109140,159772"
"35027","Git and GitHub Essentials","2014-07-20 09:00:00","2014-07-20 12:30:00","1450","tutorial","Tools & Techniques","152215"
"35038","A Reactive Game Stack: Using Erlang, Lua and VoltDB to Enable a Non-Sharded Game World ","2014-07-23 17:00:00","2014-07-23 17:40:00","1475","40-minute conference session","Databases & Datastores","174072,174073"
"35062","Privacy and Big Data","2014-07-24 11:00:00","2014-07-24 11:40:00","1464","40-minute conference session","Community|User Experience","60201"
"35367","Apache HTTP Server; SSL from End-to-End","2014-07-24 11:00:00","2014-07-24 11:40:00","1466","40-minute conference session","Security","124630"
"35390","Building an Open Source Learning Thermostat","2014-07-22 10:40:00","2014-07-22 11:20:00","1451","40-minute conference session","Open Hardware","175040"
"35406","Pinto: Hassle-Free Dependency Management for Perl","2014-07-22 16:10:00","2014-07-22 16:50:00","1465","40-minute conference session","Perl","173472"
"35437","Open Source and the Enterprise","2014-07-23 16:10:00","2014-07-23 16:50:00","1457","40-minute conference session","Business","175353,175354"
"35444","HTML5/Angular.js/Groovy/Java/MongoDB all together - what could possibly go wrong?","2014-07-23 17:00:00","2014-07-23 17:40:00","1448","40-minute conference session","JavaScript - HTML5 - Web","132564"
"35455","Using Multi-key AVL Trees to Simplify and Speed Up Complex Searches","2014-07-23 14:30:00","2014-07-23 15:10:00","1452","40-minute conference session","Computational Thinking","31044"
"35464","Real-time Engineering at Uber and the Evolution of an Event-Driven Architecture","2014-07-23 17:00:00","2014-07-23 17:40:00","1452","40-minute conference session","Computational Thinking","175481"
"35493","Coder Decoder: Functional Programmer Lingo Explained, with Pictures","2014-07-22 10:40:00","2014-07-22 11:20:00","1452","40-minute conference session","Computational Thinking","175488"
"35511","Checking Your Privilege: A How-To for Hard Things","2014-07-23 09:55:00","2014-07-23 10:10:00","1525","Keynote","Keynotes","8837"
"35544","A Multi-Platform Microsoft: Azure, ASP.NET, Open Source, Git and how we build things now","2014-07-22 11:30:00","2014-07-22 12:10:00","1448","40-minute conference session","Main Stage","132865"
"35684","Open Source Your Data Design Process","2014-07-23 11:30:00","2014-07-23 12:10:00","1448","40-minute conference session","Main Stage","147840"
"35743","Anticipating the Future - An Introduction to Value Chain Mapping","2014-07-23 09:30:00","2014-07-23 09:45:00","1525","Keynote","Keynotes","6219"
"35744","Threats","2014-07-23 09:10:00","2014-07-23 09:20:00","1525","Keynote","Keynotes","24978"
"35847","OSCON Kids Day (Sold Out)","2014-07-20 09:00:00","2014-07-20 17:00:00","1587","Event","Events",""
"35848","Ignite OSCON (sponsored by Orly Atomics)","2014-07-20 17:30:00","2014-07-20 19:00:00","1525","Event","Events",""
"35853","OSCON 5K Glow Run and After Party","2014-07-20 20:30:00","2014-07-20 22:00:00","1606","Event","Events",""
"35854","Expo Hall Opening Reception (sponsored by Bluehost)","2014-07-21 17:00:00","2014-07-21 18:00:00","1474","Event","Events",""
"35855","OSCON Elements Attendee Party","2014-07-21 18:00:00","2014-07-21 20:00:00","1585","Event","Events",""
"35856","Puppet Labs Party","2014-07-21 20:00:00","2014-07-21 22:00:00","1626","Event","Events",""
"35857","Booth Crawl","2014-07-22 17:40:00","2014-07-22 19:00:00","1474","Event","Events",""
"35858","Citrix Open Cloud Poker Party","2014-07-22 20:30:00","2014-07-22 23:30:00","1473","Event","Events",""
"35859","Closing Get Together","2014-07-24 13:15:00","2014-07-24 14:00:00","1473","Event","Events",""
"35864","Something To Remember","2014-07-23 09:05:00","2014-07-23 09:10:00","1525","Keynote","Keynotes","75349"
"35865","Sunday Birds of a Feather Sessions (BoFs)","2014-07-20 19:00:00","2014-07-20 22:00:00","1522","Event","Events",""
"35866","Tuesday Birds of a Feather Sessions (BoFs)","2014-07-22 19:00:00","2014-07-22 22:00:00","1522","Event","Events",""
"35867","Wednesday Birds of a Feather Sessions (BoFs)","2014-07-23 19:00:00","2014-07-23 22:00:00","1522","Event","Events",""
"35883","Open Source and Social Change — Making the World a Better Place","2014-07-24 12:45:00","2014-07-24 13:10:00","1525","Keynote","Keynotes","6631"
"35913","Introvert? Extrovert? Klingon? We&#39;ve Got You Covered.","2014-07-22 09:30:00","2014-07-22 09:45:00","1525","Keynote","Keynotes","17417"
"35915","Opening Welcome and Keynotes","2014-07-22 09:00:00","2014-07-22 09:05:00","1525","Keynote","","74852,76338,3476"
"35950","Announcements &amp; Keynotes","2014-07-23 09:00:00","2014-07-23 09:05:00","1525","Keynote","","76338,74852,3476"
"35951","Announcements &amp; Keynotes","2014-07-24 09:00:00","2014-07-24 09:05:00","1525","Keynote","","74852,76338,3476"
"35956","The Wonders of Programming","2014-07-22 09:05:00","2014-07-22 09:20:00","1525","Keynote","Keynotes","177245"
"35988","Discover OpenUI5 – The New Web UI library from SAP","2014-07-21 09:00:00","2014-07-21 12:30:00","1462","Event","Sponsored Tutorials","173233,104828,170822"
"36005","Migrating Data from MySQL and Oracle into Hadoop","2014-07-22 19:00:00","2014-07-22 20:00:00","1454","BoF","",""
"36014","Hadoop Get-together","2014-07-22 19:00:00","2014-07-22 20:00:00","1457","BoF","",""
"36065","Docker BoF","2014-07-20 19:00:00","2014-07-20 20:00:00","1460","BoF","",""
"36174","Distributed Caching","2014-07-22 20:00:00","2014-07-22 21:00:00","1454","BoF","",""
"36180","Hands-on CloudStack Ecosystem Tutorial","2014-07-21 13:30:00","2014-07-21 17:00:00","1462","Event","Sponsored Tutorials","152123"
"36202","Building an API for the Planet with a New Approach to Satellites","2014-07-22 09:55:00","2014-07-22 10:10:00","1525","Keynote","Keynotes","164144"
"36203","Google Summer of Code BOF","2014-07-20 19:00:00","2014-07-20 20:00:00","1456","BoF","",""
"36257","Yes, Your Refrigerator Is Trying To Kill You: Bad Actors and the Internet of Things","2014-07-24 09:20:00","2014-07-24 09:30:00","1525","Keynote","Keynotes","178139"
"36404","ELK Stack BoF","2014-07-23 19:00:00","2014-07-23 20:00:00","1460","BoF","",""
"36494","O&#39;Reilly Open Source Awards","2014-07-24 12:40:00","2014-07-24 12:45:00","1525","Keynote","Keynotes",""
"36818","The Concert Programmer","2014-07-24 09:05:00","2014-07-24 09:20:00","1525","Keynote","Keynotes","178738"
"36819","Programmer, Program, Machine and Environment","2014-07-24 10:00:00","2014-07-24 10:40:00","1448","40-minute conference session","Main Stage","178738"
"36848","Mozilla Webmaker ","2014-07-20 19:00:00","2014-07-20 20:00:00","1457","BoF","",""
"36849","Designing Projects for Particpation","2014-07-22 19:00:00","2014-07-22 20:00:00","1461","BoF","",""
"36890","Understanding Hypervisor Selection in Apache CloudStack","2014-07-23 14:30:00","2014-07-23 15:10:00","1460","40-minute conference session","Sponsored Sessions","141574"
"36923","OSCON Town Hall","2014-07-24 11:50:00","2014-07-24 12:30:00","1464","Keynote","Keynotes","10,74852,76338,3476"
"36934","Open Cloud Day","2014-07-21 09:00:00","2014-07-21 17:00:00","1459","Event","Events|Sponsored Tutorials",""
"37002","Crash Course in Open Source Cloud Computing","2014-07-22 11:30:00","2014-07-22 12:10:00","1461","40-minute conference session","Sponsored Sessions","6653"
"37014","OpenStack Redefining &quot;Core&quot; Using Community, Tests and Selected Upstream Code","2014-07-21 11:30:00","2014-07-21 12:00:00","1584","Open Cloud Day","Cloud","122917"
"37016","The quantitative state of the Open Cloud","2014-07-21 15:45:00","2014-07-21 16:15:00","1584","Open Cloud Day","Cloud","173116"
"37020","Building an Open Cloud From the Network Perspective ","2014-07-21 16:15:00","2014-07-21 16:45:00","1584","Open Cloud Day","Cloud","122424"
"37021","Behind the Scenes: How We Produce OpenStack","2014-07-21 14:00:00","2014-07-21 14:30:00","1584","Open Cloud Day","Cloud","109289"
"37030","Open Source in Enterprise Software","2014-07-22 10:40:00","2014-07-22 11:20:00","1461","40-minute conference session","Sponsored Sessions","180019"
"37039","Office Hour with Gwen Shapira (Cloudera) ","2014-07-23 15:20:00","2014-07-23 16:00:00","1546","Office Hours","Office Hours","126882"
"37042","Office Hour with Jono Bacon (XPRIZE Foundation)","2014-07-22 10:40:00","2014-07-22 11:20:00","1546","Office Hours","Office Hours","108813"
"37043","Office Hour with Stephen OSullivan (Silicon Valley Data Science) ","2014-07-23 15:20:00","2014-07-23 16:00:00","1547","Office Hours","Office Hours","133624"
"37044","Office Hour with Garth Braithwaite (Adobe)","2014-07-23 13:40:00","2014-07-23 14:20:00","1546","Office Hours","Office Hours","173248"
"37045","Office Hour with Constantine Aaron Cois (Carnegie Mellon University, Software Engineering Institute) ","2014-07-22 11:30:00","2014-07-22 12:10:00","1546","Office Hours","Office Hours","141235"
"37046","Office Hour with Harrison Mebane (Silicon Valley Data Science) and Stephen OSullivan (Silicon Valley Data Science)","2014-07-23 16:10:00","2014-07-23 16:50:00","1546","Office Hours","Office Hours","171621,133624"
"37047","Office Hour with Jérôme Petazzoni (Docker Inc.) ","2014-07-23 10:40:00","2014-07-23 11:20:00","1546","Office Hours","Office Hours","151611"
"37048","Office Hour with Heather VanCura (Java Community Process JCP) ","2014-07-22 14:30:00","2014-07-22 15:10:00","1546","Office Hours","Office Hours","65329"
"37049","Office Hour with Kara Sowles (Puppet Labs) ","2014-07-22 15:20:00","2014-07-22 16:00:00","1546","Office Hours","Office Hours","142767"
"37051","Office Hour with Michael Bleigh (Divshot) ","2014-07-22 13:40:00","2014-07-22 14:20:00","1546","Office Hours","Office Hours","2593"
"37052","Office Hour with Michael Hunger (Neo Technology) ","2014-07-22 10:40:00","2014-07-22 11:20:00","1547","Office Hours","Office Hours","159719"
"37053","Office Hour with James Turnbull (Docker) ","2014-07-22 10:40:00","2014-07-22 11:20:00","1548","Office Hours","Office Hours","5060"
"37054","Office Hour with Catherine Farman (Happy Cog) and Corinne Warnshuis (Girl Develop It Philadelphia) ","2014-07-23 11:30:00","2014-07-23 12:10:00","1546","Office Hours","Office Hours","169992,173025"
"37055","Open Cloud Standards In The Real World","2014-07-21 15:15:00","2014-07-21 15:45:00","1584","Open Cloud Day","Cloud","180050"
"37056","Office Hour with Shadaj Laddad (School) ","2014-07-22 10:40:00","2014-07-22 11:20:00","1579","Office Hours","Office Hours","177245"
"37058","Open Is As Open Does","2014-07-21 13:30:00","2014-07-21 14:00:00","1584","Open Cloud Day","Cloud","172569"
"37059","Office Hour with Harry Percival (Harry Percival) ","2014-07-22 11:30:00","2014-07-22 12:10:00","1547","Office Hours","Office Hours","173004"
"37061","Office Hour with Florian Haas (hastexo) ","2014-07-22 16:10:00","2014-07-22 16:50:00","1546","Office Hours","Office Hours","131884"
"37063","Office Hour with A. Jesse Jiryu Davis (MongoDB) ","2014-07-23 16:10:00","2014-07-23 16:50:00","1547","Office Hours","Office Hours","172536"
"37066","Office Hour with Matt Stine (Pivotal) ","2014-07-23 14:30:00","2014-07-23 15:10:00","1546","Office Hours","Office Hours","173088"
"37067","Office Hour with Anne Ogborn (Robokind) ","2014-07-23 10:40:00","2014-07-23 11:20:00","1547","Office Hours","Office Hours","172986"
"37068","Office Hour with Matt Ray (Chef Software, Inc.) ","2014-07-23 16:10:00","2014-07-23 16:50:00","1548","Office Hours","Office Hours","141169"
"37069","Office Hour with Phil Webb (Pivotal) ","2014-07-22 13:40:00","2014-07-22 14:20:00","1547","Office Hours","Office Hours","171565"
"37071","Office Hour with Jamie Allen (Typesafe) ","2014-07-23 11:30:00","2014-07-23 12:10:00","1547","Office Hours","Office Hours","170293"
"37073","Office Hour with Scott Murray (University of San Francisco)","2014-07-23 14:30:00","2014-07-23 15:10:00","1580","Office Hours","Office Hours","147840"
"37075","Office Hour with Francesc Campoy (Google Inc.) ","2014-07-23 15:20:00","2014-07-23 16:00:00","1548","Office Hours","Office Hours","155088"
"37077","Office Hour with Kirsten Hunter (Akamai)","2014-07-23 14:30:00","2014-07-23 15:10:00","1547","Office Hours","Office Hours","4265"
"37078","Office Hour with Benjamin Kerensa (Mozilla) ","2014-07-23 10:40:00","2014-07-23 11:20:00","1548","Office Hours","Office Hours","120025"
"37085","Morning Yoga","2014-07-22 07:30:00","2014-07-22 08:15:00","1574","Event","Events",""
"37086","Morning Yoga","2014-07-23 07:30:00","2014-07-23 08:15:00","1574","Event","Events",""
"37087","Office Hour with Emma Jane Westby (Freelance)","2014-07-22 11:30:00","2014-07-22 12:10:00","1548","Office Hours","Office Hours","4146"
"37090","Office Hour with Ken Walker (IBM Canada) ","2014-07-22 13:40:00","2014-07-22 14:20:00","1548","Office Hours","Office Hours","39928"
"37091","Office Hour with John Griffith (SolidFire) ","2014-07-23 10:40:00","2014-07-23 11:20:00","1579","Office Hours","Office Hours","171381"
"37095","Office Hour with Damian Conway (Thoughtstream) ","2014-07-23 11:30:00","2014-07-23 12:10:00","1548","Office Hours","Office Hours","4710"
"37097","Office Hour with Adam Culp (Zend Technologies)","2014-07-23 13:40:00","2014-07-23 14:20:00","1579","Office Hours","Office Hours","169862"
"37098","Office Hour with Paco Nathan (Liber 118)","2014-07-22 14:30:00","2014-07-22 15:10:00","1547","Office Hours","Office Hours","146540"
"37099","Office Hour with Luciano Ramalho (Python.pro.br) ","2014-07-22 14:30:00","2014-07-22 15:10:00","1548","Office Hours","Office Hours","150170"
"37101","Office Hour with Jess Portnoy (Kaltura Inc) ","2014-07-22 11:30:00","2014-07-22 12:10:00","1579","Office Hours","Office Hours","171078"
"37105","Office Hour with Michael Minella (Pivotal) ","2014-07-23 13:40:00","2014-07-23 14:20:00","1547","Office Hours","Office Hours","171147"
"37108","Office Hour with Wade Minter (TeamSnap) and Andrew Berkowitz (TeamSnap)","2014-07-22 14:30:00","2014-07-22 15:10:00","1579","Office Hours","Office Hours","4378,106355"
"37114","Office Hour with Tim Berglund (DataStax) ","2014-07-22 13:40:00","2014-07-22 14:20:00","1579","Office Hours","Office Hours","137697"
"37122","Office Hour with Joshua Marinacci (Nokia) ","2014-07-23 13:40:00","2014-07-23 14:20:00","1548","Office Hours","Office Hours","6931"
"37129","Office Hour with Zach Supalla (Spark Labs) ","2014-07-22 15:20:00","2014-07-22 16:00:00","1547","Office Hours","Office Hours","175040"
"37134","Open Health Data/Content","2014-07-20 19:00:00","2014-07-20 20:00:00","1458","BoF","",""
"37144","Office Hour with Josh Berkus (PostgreSQL Experts, Inc.) ","2014-07-22 15:20:00","2014-07-22 16:00:00","1548","Office Hours","Office Hours","3397"
"37148","Modernizing CS Education with Open Source","2014-07-23 13:40:00","2014-07-23 14:20:00","1450","40-minute conference session","Education","837,180268"
"37153","Mandrill Party","2014-07-23 20:30:00","2014-07-23 22:00:00","1578","Event","Events",""
"37173","Office Hour with Andrei Alexandrescu (Facebook) ","2014-07-22 16:10:00","2014-07-22 16:50:00","1547","Office Hours","Office Hours","109270"
"37201","Office Hour with Brian Troutwine (AdRoll) ","2014-07-23 14:30:00","2014-07-23 15:10:00","1579","Office Hours","Office Hours","172990"
"37253","Juju BoF","2014-07-22 19:00:00","2014-07-22 20:00:00","1456","BoF","",""
"37256","Office Hour with Michael Enescu (Cisco) ","2014-07-23 15:20:00","2014-07-23 16:00:00","1579","Office Hours","Office Hours","172370"
"37259","Modernizing your Cloud with Software Collections","2014-07-23 14:30:00","2014-07-23 15:10:00","1461","40-minute conference session","Sponsored Sessions","180437"
"37292","Office Hour with Deb Nicholson (Open Invention Network)","2014-07-22 16:10:00","2014-07-22 16:50:00","1580","Office Hours","Office Hours","130731"
"37306","Office Hour with Gian Merlino (Metamarkets) and Fangjin Yang (Metamarkets)","2014-07-22 16:10:00","2014-07-22 16:50:00","1548","Office Hours","Office Hours","153566,153565"
"37310","acilos, your Personal Social Valet","2014-07-22 19:00:00","2014-07-22 20:00:00","1458","BoF","",""
"37311","Open Standards vs. Open Source","2014-07-22 19:00:00","2014-07-22 20:00:00","1463","BoF","",""
"37316","Office Hour with Spencer Krum (HP)  and William Van Hevelingen (Portland State University)","2014-07-23 11:30:00","2014-07-23 12:10:00","1579","Office Hours","Office Hours","125113,99817"
"37338","Office Hour with Drasko DRASKOVIC (DEVIALET) ","2014-07-23 16:10:00","2014-07-23 16:50:00","1579","Office Hours","Office Hours","173105"
"37345","Office Hour with Rob Reilly (Rob Reilly Consulting) ","2014-07-23 16:10:00","2014-07-23 16:50:00","1580","Office Hours","Office Hours","77350"
"37363","Office Hour with Yoav Landman (JFrog) and Baruch Sadogursky (JFrog)","2014-07-23 10:40:00","2014-07-23 11:20:00","1580","Office Hours","Office Hours","116050,114822"
"37401","Office Hour with Glen Wiley (Verisign, Inc.), Neel Goyal (Verisign, Inc.), Willem Toorop (NLNet Labs), and Allison Mankin (Verisign, Inc.) ","2014-07-23 15:20:00","2014-07-23 16:00:00","1580","Office Hours","Office Hours","173324,172895,173325,173326"
"37405","Office Hour with Dr. Doris Chen (Microsoft) ","2014-07-23 11:30:00","2014-07-23 12:10:00","1580","Office Hours","Office Hours","133360"
"37408","Office Hour with Boyd Stephens (Netelysis, LLC)","2014-07-22 16:10:00","2014-07-22 16:50:00","1579","Office Hours","Office Hours","138530"
"37409","Office Hour with Benjamin Curtis (Honeybadger Industries) ","2014-07-23 13:40:00","2014-07-23 14:20:00","1580","Office Hours","Office Hours","173396"
"37410","Office Hour with David Quigley (KEYW Corporation) ","2014-07-22 10:40:00","2014-07-22 11:20:00","1580","Office Hours","Office Hours","151833"
"37411","Office Hour with Niklas Nielsen (Mesosphere, Inc.), Connor Doyle (Mesosphere, Inc.), and Adam Bordelon (Mesosphere, Inc.)","2014-07-22 15:20:00","2014-07-22 16:00:00","1579","Office Hours","Office Hours","171598,172973,172898"
"37412","Office Hour with Kelley Nielsen (Linux Foundation, Gnome Foundation) ","2014-07-23 14:30:00","2014-07-23 15:10:00","1548","Office Hours","Office Hours","140811"
"37476","OpenStack Community Celebrates Four Years","2014-07-22 19:00:00","2014-07-22 20:30:00","1583","Event","Events",""
"37488","Current Best Practices for Building Enterprise Mobile Apps","2014-07-23 10:40:00","2014-07-23 11:20:00","1460","40-minute conference session","Sponsored Sessions","182198"
"37566","Office Hour with Jason Swartz (Netflix, Inc.) ","2014-07-22 13:40:00","2014-07-22 14:20:00","1580","Office Hours","Office Hours","171226"
"37567","Office Hour with Brian Bulkowski (Aerospike)","2014-07-22 15:20:00","2014-07-22 16:00:00","1580","Office Hours","Office Hours","148534"
"37578","Office Hour with Francesco Cesarini (Erlang Solutions Ltd), Robert Virding (Erlang Solutions Ltd.), and Marc Sugiyama (Erlang Solutions, Inc) ","2014-07-22 11:30:00","2014-07-22 12:10:00","1580","Office Hours","Office Hours","10595,174073,173421"
"37581","Open Source Multiplies New Relic Awesomeness","2014-07-22 10:40:00","2014-07-22 11:20:00","1463","40-minute conference session","Sponsored Sessions","77939"
"37583","Perl Web Development with CGI::Ex::App","2014-07-23 13:40:00","2014-07-23 14:20:00","1460","40-minute conference session","Sponsored Sessions","137347"
"37584","Welcome and Introduction","2014-07-21 09:00:00","2014-07-21 09:15:00","1584","Open Cloud Day","Cloud","76338"
"37585","How to Build Your Applications to Scale in the Cloud","2014-07-21 09:15:00","2014-07-21 09:45:00","1584","Open Cloud Day","Cloud","142320"
"37586","Open Cloud APIs","2014-07-21 11:00:00","2014-07-21 11:30:00","1584","Open Cloud Day","Cloud","161475"
"37588","Full Stack Development with Node, Angular, and Neo4j","2014-07-23 19:00:00","2014-07-23 20:00:00","1454","BoF","",""
"37589","Office Hour with Steven Pousty (Red Hat) and Katie Miller (Red Hat)","2014-07-22 14:30:00","2014-07-22 15:10:00","1580","Office Hours","Office Hours","142320,175488"
